date,temperature,RH,pressure,ws,wd,SRAD,RAIN.F,SNOW.F,cloud.cover,cloud.altitude,vis,lon,lat
2022-04-29 13:00,17.8,64,1005.9,0.8,360,741.7,NA,NA,7,10,2000,126.8916,35.1729
2022-04-29 14:00,18.9,60,1005.2,1.2,50,666.7,NA,NA,7,11,1995,126.8916,35.1729
2022-04-29 15:00,18.2,60,1005.5,2,50,263.9,NA,NA,8,12,2000,126.8916,35.1729
2022-04-29 16:00,18.8,57,1006.3,1.3,360,338.9,NA,NA,7,12,2000,126.8916,35.1729
2022-04-29 17:00,17.4,59,1007,2.1,50,305.6,NA,NA,9,13,1965,126.8916,35.1729
2022-04-29 18:00,15.8,67,1007.5,2.2,70,105.6,NA,NA,6,13,2000,126.8916,35.1729
2022-04-29 19:00,14.8,76,1008.2,1.2,70,16.7,NA,NA,10,12,2000,126.8916,35.1729
2022-04-29 20:00,14.5,88,1009.8,2.1,200,NA,NA,NA,10,28,2000,126.8916,35.1729
2022-04-29 21:00,14,86,1010.8,2.5,200,NA,NA,NA,10,7,2000,126.8916,35.1729
2022-04-29 22:00,13.6,87,1011.2,2.8,230,NA,NA,NA,9,7,2000,126.8916,35.1729
2022-04-29 23:00,13.4,85,1011.4,2.4,230,NA,NA,NA,10,NA,2000,126.8916,35.1729
2022-04-30 0:00,13,73,1011.2,1.1,160,NA,NA,NA,9,7,2000,126.8916,35.1729
2022-04-30 1:00,12.7,73,1011.3,2,230,NA,NA,NA,10,8,2000,126.8916,35.1729
2022-04-30 2:00,12.5,71,1011.4,1.9,200,NA,NA,NA,8,11,2000,126.8916,35.1729
2022-04-30 3:00,12.3,72,1011.6,2.3,200,NA,NA,NA,8,12,2000,126.8916,35.1729
2022-04-30 4:00,12.2,71,1011.7,0.6,200,NA,NA,NA,8,10,2000,126.8916,35.1729
2022-04-30 5:00,12.1,73,1011.7,1.8,200,16.7,NA,NA,9,12,2000,126.8916,35.1729
2022-04-30 6:00,12.5,70,1011.9,0.7,200,58.3,NA,NA,9,12,2000,126.8916,35.1729
2022-04-30 7:00,13.5,71,1011.6,0.4,0,175,NA,NA,9,9,2000,126.8916,35.1729
2022-04-30 8:00,14.2,67,1011.5,0.6,360,325,NA,NA,9,9,2000,126.8916,35.1729
2022-04-30 9:00,14.8,62,1011.5,0.9,250,316.7,NA,NA,9,9,2000,126.8916,35.1729
2022-04-30 10:00,16.5,63,1011.1,1.9,230,511.1,NA,NA,9,10,2000,126.8916,35.1729
2022-04-30 11:00,15.7,63,1010.7,0.9,340,419.4,NA,NA,9,11,2000,126.8916,35.1729
2022-04-30 12:00,14.6,73,1010.1,1.4,290,222.2,NA,NA,9,8,1963,126.8916,35.1729
2022-04-30 13:00,15.1,78,1009.6,1.1,20,155.6,NA,NA,8,7,2000,126.8916,35.1729
2022-04-30 14:00,14.9,74,1009.1,1.3,360,175,NA,NA,9,12,2000,126.8916,35.1729
2022-04-30 15:00,16.5,66,1008.4,1.5,320,450,NA,NA,6,9,1984,126.8916,35.1729
2022-04-30 16:00,16.1,65,1007.9,1.6,340,502.8,NA,NA,5,12,2000,126.8916,35.1729
2022-04-30 17:00,14.8,73,1007.8,0.6,20,241.7,NA,NA,4,12,1995,126.8916,35.1729
2022-04-30 18:00,13.3,76,1008,1.1,320,75,NA,NA,8,NA,2000,126.8916,35.1729
2022-04-30 19:00,12.8,82,1008.2,1.4,290,13.9,NA,NA,10,55,1954,126.8916,35.1729
2022-04-30 20:00,12.1,88,1008.6,0.9,320,NA,NA,NA,9,48,1463,126.8916,35.1729
2022-04-30 21:00,11.6,89,1009.3,0.9,320,NA,NA,NA,10,5,1487,126.8916,35.1729
2022-04-30 22:00,11.3,88,1009,1.3,320,NA,NA,NA,10,44,1589,126.8916,35.1729
2022-04-30 23:00,11.2,85,1008.8,0.6,50,NA,NA,NA,10,NA,1821,126.8916,35.1729
2022-05-01 0:00,11.1,84,1008.7,0.6,20,NA,NA,NA,10,8,1329,126.8916,35.1729
2022-05-01 1:00,10.8,88,1008.5,0.9,320,NA,NA,NA,9,57,941,126.8916,35.1729
2022-05-01 2:00,10.3,89,1008.1,0.8,50,NA,NA,NA,8,NA,920,126.8916,35.1729
2022-05-01 3:00,9.5,78,1007.8,1,50,NA,NA,NA,5,NA,1487,126.8916,35.1729
2022-05-01 4:00,8.5,86,1007.6,0.8,50,NA,NA,NA,4,NA,1140,126.8916,35.1729
2022-05-01 5:00,8.8,84,1007.4,0.8,50,16.7,NA,NA,7,NA,1059,126.8916,35.1729
2022-05-01 6:00,9.3,83,1007.7,0.9,50,77.8,NA,NA,0,NA,1019,126.8916,35.1729
2022-05-01 7:00,11.2,70,1007.9,1.1,50,305.6,NA,NA,2,NA,1187,126.8916,35.1729
2022-05-01 8:00,12.8,61,1007.8,0.7,250,544.4,NA,NA,0,NA,1530,126.8916,35.1729
2022-05-01 9:00,14.7,51,1007.5,0.8,320,738.9,NA,NA,0,NA,1752,126.8916,35.1729
2022-05-01 10:00,16.5,37,1007.6,1.3,320,891.7,NA,NA,0,NA,1843,126.8916,35.1729
2022-05-01 11:00,17.4,34,1006.9,1.5,320,977.8,NA,NA,0,NA,1893,126.8916,35.1729
2022-05-01 12:00,18.3,29,1006.4,1.6,20,1019.4,NA,NA,0,NA,1914,126.8916,35.1729
2022-05-01 13:00,18.3,20,1006.4,1.9,340,983.3,NA,NA,0,NA,1990,126.8916,35.1729
2022-05-01 14:00,19,22,1006.1,1.5,360,888.9,NA,NA,0,NA,1989,126.8916,35.1729
2022-05-01 15:00,18.3,23,1005.6,2.2,320,738.9,NA,NA,0,NA,1966,126.8916,35.1729
2022-05-01 16:00,17.4,25,1005.5,1.4,290,541.7,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-01 17:00,16.7,24,1005.8,1.8,320,319.4,NA,NA,3,NA,2000,126.8916,35.1729
2022-05-01 18:00,14.9,30,1006.2,1.2,320,86.1,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-01 19:00,13.3,37,1006.7,0.9,290,16.7,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-01 20:00,12.7,46,1007.1,1,250,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-01 21:00,12.3,52,1007.2,1.1,250,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-01 22:00,11.7,56,1007.1,2.2,230,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-01 23:00,11,76,1007,2.1,230,NA,NA,NA,0,NA,1665,126.8916,35.1729
2022-05-02 0:00,10.5,74,1006.8,2.2,230,NA,NA,NA,0,NA,1944,126.8916,35.1729
2022-05-02 1:00,10.4,77,1006.5,2,230,NA,NA,NA,0,NA,1944,126.8916,35.1729
2022-05-02 2:00,10,81,1006.3,1.6,230,NA,NA,NA,0,NA,1624,126.8916,35.1729
2022-05-02 3:00,9.8,81,1006.5,0.7,200,NA,NA,NA,0,NA,1533,126.8916,35.1729
2022-05-02 4:00,9.3,84,1006.4,0.9,180,NA,NA,NA,0,NA,1561,126.8916,35.1729
2022-05-02 5:00,9.2,87,1006,1.4,230,16.7,NA,NA,6,NA,1519,126.8916,35.1729
2022-05-02 6:00,9.7,86,1006,0.5,250,108.3,NA,NA,1,NA,1433,126.8916,35.1729
2022-05-02 7:00,11.6,81,1006.2,0.6,230,294.4,NA,NA,0,NA,1241,126.8916,35.1729
2022-05-02 8:00,13.7,73,1006.3,1.1,200,516.7,NA,NA,3,NA,1526,126.8916,35.1729
2022-05-02 9:00,16,69,1006.2,1.3,200,713.9,NA,NA,3,NA,1440,126.8916,35.1729
2022-05-02 10:00,17.2,58,1006.1,1.1,230,872.2,NA,NA,0,NA,1745,126.8916,35.1729
2022-05-02 11:00,18.9,45,1005.7,1.4,250,980.6,NA,NA,6,NA,1777,126.8916,35.1729
2022-05-02 12:00,19.9,38,1005.2,1.3,320,797.2,NA,NA,6,NA,1988,126.8916,35.1729
2022-05-02 13:00,21.3,22,1004.9,1.3,320,1041.7,NA,NA,7,13,1973,126.8916,35.1729
2022-05-02 14:00,20.1,23,1004.8,1.8,270,883.3,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-02 15:00,19.1,28,1004.9,1.2,340,591.7,NA,NA,4,32,2000,126.8916,35.1729
2022-05-02 16:00,18.9,26,1005.5,1.7,320,525,NA,NA,8,32,2000,126.8916,35.1729
2022-05-02 17:00,16.9,24,1005.9,1.7,340,263.9,NA,NA,6,34,2000,126.8916,35.1729
2022-05-02 18:00,14.8,38,1006.6,1.8,320,91.7,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-02 19:00,13.2,37,1007.5,1.6,320,16.7,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-02 20:00,11.9,39,1008.7,1.3,50,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-02 21:00,12.2,40,1009.2,1.9,50,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-02 22:00,11.5,45,1009.7,0.6,290,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-02 23:00,10.4,50,1010,0.1,0,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-03 0:00,10.1,53,1010.5,0.6,230,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-03 1:00,8.8,59,1010.7,0.8,180,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-03 2:00,8.2,63,1010.8,0,0,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-03 3:00,8.2,71,1011.1,0.1,0,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-03 4:00,7.7,77,1011.5,0,0,NA,NA,NA,0,NA,1989,126.8916,35.1729
2022-05-03 5:00,7.2,82,1012,0.2,0,16.7,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-03 6:00,7.9,79,1012.2,0,0,116.7,NA,NA,0,NA,1976,126.8916,35.1729
2022-05-03 7:00,10.3,67,1012.6,0,0,325,NA,NA,0,NA,1921,126.8916,35.1729
2022-05-03 8:00,12,63,1012.9,0.8,250,544.4,NA,NA,0,NA,1853,126.8916,35.1729
2022-05-03 9:00,14.9,54,1013.3,0.7,250,738.9,NA,NA,0,NA,1803,126.8916,35.1729
2022-05-03 10:00,16.5,37,1013.4,0.9,290,891.7,NA,NA,0,NA,1959,126.8916,35.1729
2022-05-03 11:00,18.1,33,1013,1.6,200,986.1,NA,NA,0,NA,1971,126.8916,35.1729
2022-05-03 12:00,20.4,27,1012.6,1.5,230,1038.9,NA,NA,0,NA,1929,126.8916,35.1729
2022-05-03 13:00,20.8,31,1012.1,1.3,230,988.9,NA,NA,0,NA,1991,126.8916,35.1729
2022-05-03 14:00,21.3,27,1011.3,1,230,877.8,NA,NA,0,NA,1992,126.8916,35.1729
2022-05-03 15:00,21.7,26,1010.7,2.4,200,727.8,NA,NA,0,NA,1992,126.8916,35.1729
2022-05-03 16:00,21.7,32,1010.7,1.8,250,525,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-03 17:00,20.2,32,1010.8,1.9,250,311.1,NA,NA,0,NA,1997,126.8916,35.1729
2022-05-03 18:00,17.9,39,1011.1,2.1,250,91.7,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-03 19:00,16.3,44,1011.5,1.5,250,16.7,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-03 20:00,15.5,45,1012.3,1.3,230,NA,NA,NA,0,NA,1933,126.8916,35.1729
2022-05-03 21:00,14.6,50,1012.5,1.7,200,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-03 22:00,13.6,54,1012.5,0.4,0,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-03 23:00,13,58,1012.5,0.3,0,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-04 0:00,12.1,66,1012.6,0.4,0,NA,NA,NA,0,NA,1904,126.8916,35.1729
2022-05-04 1:00,11.5,66,1012.4,0.4,0,NA,NA,NA,0,NA,1816,126.8916,35.1729
2022-05-04 2:00,10.5,71,1012.4,0,0,NA,NA,NA,0,NA,1980,126.8916,35.1729
2022-05-04 3:00,10.1,77,1012,0,0,NA,NA,NA,0,NA,1831,126.8916,35.1729
2022-05-04 4:00,9.4,87,1012.1,0,0,NA,NA,NA,0,NA,1656,126.8916,35.1729
2022-05-04 5:00,8.6,91,1012.5,0.2,0,16.7,NA,NA,0,NA,1747,126.8916,35.1729
2022-05-04 6:00,9.3,86,1012.9,0,0,119.4,NA,NA,0,NA,1828,126.8916,35.1729
2022-05-04 7:00,12.4,66,1013,0.2,0,327.8,NA,NA,0,NA,1805,126.8916,35.1729
2022-05-04 8:00,15.4,56,1013.1,0.2,0,530.6,NA,NA,0,NA,1819,126.8916,35.1729
2022-05-04 9:00,17.6,42,1013.2,1,270,719.4,NA,NA,0,NA,1818,126.8916,35.1729
2022-05-04 10:00,20.3,29,1012.9,1.4,270,872.2,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-04 11:00,21.4,29,1012.5,2,270,972.2,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-04 12:00,23.6,34,1012.2,1.8,230,1002.8,NA,NA,0,NA,1957,126.8916,35.1729
2022-05-04 13:00,23.8,29,1011.5,1.7,250,963.9,NA,NA,0,NA,1903,126.8916,35.1729
2022-05-04 14:00,25.1,34,1010.7,1.6,200,858.3,NA,NA,0,NA,1928,126.8916,35.1729
2022-05-04 15:00,24.7,37,1010.2,2.6,250,702.8,NA,NA,0,NA,1636,126.8916,35.1729
2022-05-04 16:00,23.5,41,1010.2,1.4,270,516.7,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-04 17:00,22.6,43,1010.2,1.8,250,302.8,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-04 18:00,20.5,43,1010.5,1.4,270,97.2,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-04 19:00,18.9,45,1011.2,1.4,270,16.7,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-04 20:00,17.3,50,1011.8,1.5,230,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-04 21:00,16.8,57,1012.2,1.5,200,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-04 22:00,16.1,57,1012.1,0.5,200,NA,NA,NA,0,NA,1995,126.8916,35.1729
2022-05-04 23:00,14.9,69,1012.3,0.2,0,NA,NA,NA,0,NA,1974,126.8916,35.1729
2022-05-05 0:00,14.1,72,1012,0,0,NA,NA,NA,3,NA,2000,126.8916,35.1729
2022-05-05 1:00,13.8,78,1012,0,0,NA,NA,NA,0,NA,1984,126.8916,35.1729
2022-05-05 2:00,12.9,83,1012,0,0,NA,NA,NA,0,NA,1792,126.8916,35.1729
2022-05-05 3:00,12.3,83,1011.9,0.6,270,NA,NA,NA,0,NA,1505,126.8916,35.1729
2022-05-05 4:00,11.4,90,1011.9,0.2,0,NA,NA,NA,0,NA,1776,126.8916,35.1729
2022-05-05 5:00,10.9,94,1012.1,0.1,0,16.7,NA,NA,0,NA,1818,126.8916,35.1729
2022-05-05 6:00,12.6,86,1012.3,0.2,0,130.6,NA,NA,0,NA,1903,126.8916,35.1729
2022-05-05 7:00,15.1,75,1012.7,0.2,0,338.9,NA,NA,0,NA,1544,126.8916,35.1729
2022-05-05 8:00,17.9,61,1012.7,0.4,0,555.6,NA,NA,0,NA,1927,126.8916,35.1729
2022-05-05 9:00,20.3,55,1012.8,0.8,250,747.2,NA,NA,0,NA,1959,126.8916,35.1729
2022-05-05 10:00,21.6,49,1012.6,1.8,250,897.2,NA,NA,0,NA,1941,126.8916,35.1729
2022-05-05 11:00,22.2,43,1012.1,1.3,270,988.9,NA,NA,0,NA,1990,126.8916,35.1729
2022-05-05 12:00,23.9,42,1011.2,1.4,270,1025,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-05 13:00,24.6,40,1010.5,1.5,230,980.6,NA,NA,0,NA,1997,126.8916,35.1729
2022-05-05 14:00,25.9,39,1009.7,1.9,270,880.6,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-05 15:00,26,35,1008.9,1.7,250,727.8,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-05 16:00,26.2,36,1008,2.4,250,538.9,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-05 17:00,24.7,45,1008.2,2.2,230,319.4,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-05 18:00,22.5,52,1008.4,2.3,250,94.4,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-05 19:00,20.9,60,1009.2,2.7,200,16.7,NA,NA,0,NA,1847,126.8916,35.1729
2022-05-05 20:00,19.7,65,1009.7,2.1,230,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-05 21:00,19.1,64,1010,2.3,200,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-05 22:00,19.1,65,1010,1.2,200,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-05 23:00,18.1,71,1009.9,0.4,0,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-06 0:00,17.4,77,1009.7,0.2,0,NA,NA,NA,0,NA,1991,126.8916,35.1729
2022-05-06 1:00,16.4,83,1009.5,1.1,90,NA,NA,NA,0,NA,1956,126.8916,35.1729
2022-05-06 2:00,15.6,89,1009,0,0,NA,NA,NA,0,NA,1804,126.8916,35.1729
2022-05-06 3:00,15,89,1008.8,0.7,90,NA,NA,NA,3,NA,1919,126.8916,35.1729
2022-05-06 4:00,14.8,90,1008.8,0.1,0,NA,NA,NA,0,NA,1788,126.8916,35.1729
2022-05-06 5:00,14.4,92,1008.9,0.4,0,19.4,NA,NA,0,NA,1838,126.8916,35.1729
2022-05-06 6:00,15.5,88,1009.3,0,0,125,NA,NA,0,NA,1716,126.8916,35.1729
2022-05-06 7:00,17.7,76,1009.4,0.1,0,325,NA,NA,0,NA,1765,126.8916,35.1729
2022-05-06 8:00,19.9,63,1009.4,0.2,0,538.9,NA,NA,0,NA,1853,126.8916,35.1729
2022-05-06 9:00,22.3,56,1009.3,0.5,180,725,NA,NA,0,NA,1870,126.8916,35.1729
2022-05-06 10:00,23.4,46,1008.8,0.8,200,872.2,NA,NA,0,NA,1976,126.8916,35.1729
2022-05-06 11:00,25.3,42,1008.5,1.2,230,986.1,NA,NA,1,16,1846,126.8916,35.1729
2022-05-06 12:00,25.6,37,1007.9,1.2,290,1027.8,NA,NA,3,10,2000,126.8916,35.1729
2022-05-06 13:00,27.1,41,1007.1,1.8,250,980.6,NA,NA,1,10,1982,126.8916,35.1729
2022-05-06 14:00,27.4,38,1006.8,1.2,230,855.6,NA,NA,5,10,1999,126.8916,35.1729
2022-05-06 15:00,25.8,41,1006.3,1.3,50,552.8,NA,NA,5,10,2000,126.8916,35.1729
2022-05-06 16:00,25.9,44,1006.2,1.4,320,494.4,NA,NA,4,10,2000,126.8916,35.1729
2022-05-06 17:00,25,45,1006.2,1,320,311.1,NA,NA,0,NA,1989,126.8916,35.1729
2022-05-06 18:00,23.3,50,1006.5,0.9,360,94.4,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-06 19:00,21.8,54,1007.2,0.7,290,16.7,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-06 20:00,20.7,61,1008,0.1,0,NA,NA,NA,1,43,2000,126.8916,35.1729
2022-05-06 21:00,19.9,69,1008.5,0.8,270,NA,NA,NA,9,16,2000,126.8916,35.1729
2022-05-06 22:00,18.3,82,1008.5,1.3,230,NA,NA,NA,0,NA,1991,126.8916,35.1729
2022-05-06 23:00,17.6,87,1008.7,1,250,NA,NA,NA,0,NA,1992,126.8916,35.1729
2022-05-07 0:00,17.5,87,1008.6,0.2,0,NA,NA,NA,0,NA,1844,126.8916,35.1729
2022-05-07 1:00,17.2,88,1008.4,0.6,250,NA,NA,NA,2,NA,1915,126.8916,35.1729
2022-05-07 2:00,16.2,92,1008.2,0.6,70,NA,NA,NA,0,NA,1509,126.8916,35.1729
2022-05-07 3:00,16.1,93,1008.6,2,70,NA,NA,NA,0,NA,1822,126.8916,35.1729
2022-05-07 4:00,15.3,97,1008.6,0.7,250,NA,NA,NA,2,NA,1476,126.8916,35.1729
2022-05-07 5:00,14.6,98,1009,0.8,320,19.4,NA,NA,2,16,1292,126.8916,35.1729
2022-05-07 6:00,15.6,97,1009.3,0.4,0,119.4,NA,NA,2,NA,1355,126.8916,35.1729
2022-05-07 7:00,17.6,89,1009.9,0.7,70,305.6,NA,NA,6,NA,1407,126.8916,35.1729
2022-05-07 8:00,19.9,78,1010,1.5,50,469.4,NA,NA,7,NA,1712,126.8916,35.1729
2022-05-07 9:00,20.8,69,1010.1,1,290,519.4,NA,NA,7,8,1805,126.8916,35.1729
2022-05-07 10:00,21.8,64,1010.1,1.9,20,663.9,NA,NA,8,9,1949,126.8916,35.1729
2022-05-07 11:00,21.6,64,1009.9,1.6,320,730.6,NA,NA,6,10,1965,126.8916,35.1729
2022-05-07 12:00,23.7,54,1009.2,1.7,320,830.6,NA,NA,6,13,2000,126.8916,35.1729
2022-05-07 13:00,23.9,47,1008.4,1.3,320,969.4,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-07 14:00,23.8,55,1008.1,2,290,827.8,NA,NA,0,NA,1939,126.8916,35.1729
2022-05-07 15:00,22.2,46,1008.2,2.3,290,661.1,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-07 16:00,22,37,1008.2,1.5,320,488.9,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-07 17:00,20.3,55,1008.5,1.4,340,316.7,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-07 18:00,18.5,56,1008.8,1.5,50,86.1,NA,NA,1,NA,2000,126.8916,35.1729
2022-05-07 19:00,17.1,43,1009.7,0.9,20,16.7,NA,NA,6,NA,2000,126.8916,35.1729
2022-05-07 20:00,15.4,47,1010.3,0.9,70,NA,NA,NA,3,NA,2000,126.8916,35.1729
2022-05-07 21:00,14.7,44,1010.7,1,70,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-07 22:00,14.3,44,1010.7,1,70,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-07 23:00,13.5,40,1010.7,1.3,70,NA,NA,NA,0,NA,2000,126.8916,35.1729
2022-05-08 0:00,12.8,44,1010.6,1.3,70,NA,NA,NA,10,NA,2000,126.8916,35.1729
2022-05-08 1:00,13.3,47,1010.7,0.6,200,NA,NA,NA,10,16,2000,126.8916,35.1729
2022-05-08 2:00,12.7,53,1010.4,0.8,270,NA,NA,NA,8,15,2000,126.8916,35.1729
2022-05-08 3:00,12.6,57,1010.4,0,0,NA,NA,NA,7,11,2000,126.8916,35.1729
2022-05-08 4:00,13.2,56,1010.5,0,0,NA,NA,NA,10,12,2000,126.8916,35.1729
2022-05-08 5:00,13.3,57,1011.2,0.3,0,16.7,NA,NA,10,11,2000,126.8916,35.1729
2022-05-08 6:00,13.6,56,1011.3,0,0,91.7,NA,NA,1,15,2000,126.8916,35.1729
2022-05-08 7:00,16.1,57,1011.7,0.2,0,308.3,NA,NA,3,NA,1984,126.8916,35.1729
2022-05-08 8:00,17.6,60,1011.3,0.2,0,500,NA,NA,3,NA,1971,126.8916,35.1729
2022-05-08 9:00,19.9,54,1010.9,0.4,0,680.6,NA,NA,2,NA,1886,126.8916,35.1729
2022-05-08 10:00,21,41,1010.4,3.4,200,816.7,NA,NA,3,NA,1894,126.8916,35.1729
2022-05-08 11:00,21.7,38,1010,2.6,180,861.1,NA,NA,7,NA,2000,126.8916,35.1729
2022-05-08 12:00,22.1,37,1009.7,3.6,200,908.3,NA,NA,6,NA,1983,126.8916,35.1729
2022-05-08 13:00,22.4,37,1009.1,2.4,230,891.7,NA,NA,6,NA,2000,126.8916,35.1729
2022-05-08 14:00,23.3,35,1008.2,2.9,200,811.1,NA,NA,5,10,2000,126.8916,35.1729
2022-05-08 15:00,22.2,38,1007.7,2.6,250,547.2,NA,NA,7,15,2000,126.8916,35.1729
2022-05-08 16:00,21.8,49,1007.2,2.7,200,330.6,NA,NA,4,15,2000,126.8916,35.1729
2022-05-08 17:00,19.3,60,1007.8,2.5,270,225,NA,NA,8,NA,2000,126.8916,35.1729
2022-05-08 18:00,17.8,65,1008.2,0.8,320,94.4,NA,NA,7,NA,2000,126.8916,35.1729
2022-05-08 19:00,16.8,70,1008.4,0.2,0,16.7,NA,NA,8,36,2000,126.8916,35.1729
2022-05-08 20:00,16.3,73,1008.7,1.2,250,NA,NA,NA,3,28,2000,126.8916,35.1729
2022-05-08 21:00,15.8,74,1009.2,0.5,290,NA,NA,NA,8,38,2000,126.8916,35.1729
2022-05-08 22:00,15.2,77,1009.2,0,0,NA,NA,NA,6,18,2000,126.8916,35.1729
2022-05-08 23:00,15.3,78,1009.3,0.6,90,NA,NA,NA,8,NA,2000,126.8916,35.1729
2022-05-09 0:00,15.5,78,1008.6,0.1,0,NA,NA,NA,2,14,2000,126.8916,35.1729
2022-05-09 1:00,15.3,78,1008.5,0.2,0,NA,NA,NA,7,13,2000,126.8916,35.1729
2022-05-09 2:00,14.9,82,1008.4,1,250,NA,NA,NA,4,15,2000,126.8916,35.1729
2022-05-09 3:00,14.9,83,1008.5,0.3,0,NA,NA,NA,1,12,1991,126.8916,35.1729
2022-05-09 4:00,14.9,82,1008.4,0.5,110,NA,NA,NA,8,11,1997,126.8916,35.1729
2022-05-09 5:00,15.1,78,1008.9,0.4,0,16.7,NA,NA,10,10,1991,126.8916,35.1729
2022-05-09 6:00,15.2,80,1009.3,0.4,0,38.9,NA,NA,10,14,1971,126.8916,35.1729
2022-05-09 7:00,15.6,81,1009.7,2,70,116.7,NA,NA,9,15,1826,126.8916,35.1729
2022-05-09 8:00,16.3,78,1010,1,70,219.4,NA,NA,8,7,1862,126.8916,35.1729
2022-05-09 9:00,16.9,73,1010,0.1,0,308.3,NA,NA,10,7,1800,126.8916,35.1729
2022-05-09 10:00,18.4,64,1009.8,0.2,0,480.6,NA,NA,8,9,1716,126.8916,35.1729
2022-05-09 11:00,17.9,68,1009.6,0.9,250,211.1,NA,NA,9,10,1954,126.8916,35.1729
2022-05-09 12:00,19.4,65,1009,1.3,250,311.1,NA,NA,9,15,1905,126.8916,35.1729
2022-05-09 13:00,19.8,61,1008.7,1.8,200,413.9,NA,NA,7,15,1938,126.8916,35.1729
2022-05-09 14:00,20.6,57,1008.2,1.3,200,400,NA,NA,9,16,2000,126.8916,35.1729
2022-05-09 15:00,20.7,51,1007.8,1.2,230,377.8,NA,NA,7,15,2000,126.8916,35.1729
2022-05-09 16:00,21,48,1007.7,0.2,0,433.3,NA,NA,7,15,2000,126.8916,35.1729
2022-05-09 17:00,21,50,1007.8,0.9,50,211.1,NA,NA,6,15,2000,126.8916,35.1729
2022-05-09 18:00,19.5,52,1008.1,0.5,230,83.3,NA,NA,8,21,2000,126.8916,35.1729
2022-05-09 19:00,18.6,65,1008.7,0.3,0,16.7,NA,NA,8,17,2000,126.8916,35.1729
2022-05-09 20:00,17,79,1009.5,1.4,230,NA,NA,NA,8,NA,1643,126.8916,35.1729
2022-05-09 21:00,16.5,84,1010.2,1.8,230,NA,NA,NA,4,8,1574,126.8916,35.1729
2022-05-09 22:00,15.7,87,1010.2,1.4,250,NA,NA,NA,7,NA,1562,126.8916,35.1729
2022-05-09 23:00,15.2,88,1009.8,0.6,230,NA,NA,NA,8,NA,1347,126.8916,35.1729
2022-05-10 0:00,15.3,87,1009.4,0,0,NA,NA,NA,7,NA,1419,126.8916,35.1729
2022-05-10 1:00,14.3,93,1009,1,50,NA,NA,NA,9,62,1209,126.8916,35.1729
2022-05-10 2:00,14.1,89,1009.2,0.3,0,NA,NA,NA,9,NA,1758,126.8916,35.1729
2022-05-10 3:00,13.9,89,1008.9,0.5,70,NA,NA,NA,9,NA,1625,126.8916,35.1729
